Posição,Jogador,País,Posição Campo,Assistências,Finalizações certas,Finalizações,Finalizações convertidas Porcentagem (%),Chutes na área,Chutes fora da área,Cabeceios a gol,GE,Eficiência em GE,Escanteios
105,Jesus Ricardo Angulo,MEX,,0,0,0,0,0,0,0,0.0,0,0
105,Jesus Rodriguez,,,0,0,0,0,0,0,0,0.0,0,0
105,Jhegson Mendez,,,0,0,0,0,0,0,0,0.0,0,0
105,Jhohan Romana,,,0,0,0,0,0,0,0,0.0,0,0
105,Jhon Arias,,,0,0,0,0,0,0,0,0.0,0,0
105,Jhon Cordoba,,,0,0,0,0,0,0,0,0.0,0,0
105,Jhon Duran,,,0,0,0,0,0,0,0,0.0,0,0
105,Jhon Lucumi,,,0,0,0,0,0,0,0,0.0,0,0
105,Jhon Solis,,,0,0,0,0,0,0,0,0.0,0,0
105,Jindrich Stanek,,,0,0,0,0,0,0,0,0.0,0,0
106,Jiovany Ramos,,,0,0,0,0,0,0,0,0.0,0,0
106,Jo Hyeonwoo,,,0,0,0,0,0,0,0,0.0,0,0
106,Joan Garcia,,,0,0,0,0,0,0,0,0.0,0,0
106,Joao Cancelo,,,0,0,0,0,0,0,0,0.0,0,0
106,Joao Carvalho,,,0,0,0,0,0,0,0,0.0,0,0
106,Joao Felix,,,0,0,0,0,0,0,0,0.0,0,0
106,Joao Neves,,,0,0,0,0,0,0,0,0.0,0,0
106,Joao Paulo,,,0,0,0,0,0,0,0,0.0,0,0
106,Joao Pedro,,,0,0,0,0,0,0,0,0.0,0,0
106,Joaquin Piquerez,,,0,0,0,0,0,0,0,0.0,0,0
107,Joaquin Seys,,,0,0,0,0,0,0,0,0.0,0,0
107,Joe Bell,,,0,0,0,0,0,0,0,0.0,0,0
107,Joe Gauci,,,0,0,0,0,0,0,0,0.0,0,0
107,Joe Gomez,,,0,0,0,0,0,0,0,0.0,0,0
107,Joe Scally,,,0,0,0,0,0,0,0,0.0,0,0
107,Joel Chima Fujita,,,0,0,0,0,0,0,0,0.0,0,0
107,Joel Monteiro,,,0,0,0,0,0,0,0,0.0,0,0
107,Joel Ordonez,,,0,0,0,0,0,0,0,0.0,0,0
107,Joel Waterman,,,0,0,0,0,0,0,0,0.0,0,0
107,Joelinton,,,0,0,0,0,0,0,0,0.0,0,0
108,Johan Bakayoko,,,0,0,0,0,0,0,0,0.0,0,0
108,Johan Carbonero,,,0,0,0,0,0,0,0,0.0,0,0
108,Johan Manzambi,,,0,0,0,0,0,0,0,0.0,0,0
108,Johan Martinez,,,0,0,0,0,0,0,0,0.0,0,0
108,Johan Mojica,,,0,0,0,0,0,0,0,0.0,0,0
108,Johan Rojas,,,0,0,0,0,0,0,0,0.0,0,0
108,Johan Vasquez,MEX,df,0,0,0,0,0,0,0,0.0,0,0
108,John,,,0,0,0,0,0,0,0,0.0,0,0
108,John Mcginn,,,0,0,0,0,0,0,0,0.0,0,0
108,John Mercado,,,0,0,0,0,0,0,0,0.0,0,0
109,John Souttar,,,0,0,0,0,0,0,0,0.0,0,0
109,John Stones,,,0,0,0,0,0,0,0,0.0,0,0
109,John Tolkin,,,0,0,0,0,0,0,0,0.0,0,0
109,John Yeboah,,,0,0,0,0,0,0,0,0.0,0,0
109,Johnny Cardoso,,,0,0,0,0,0,0,0,0.0,0,0
109,Johny Placide,,,0,0,0,0,0,0,0,0.0,0,0
109,Jojo,,,0,0,0,0,0,0,0,0.0,0,0
109,Jon Martin,,,0,0,0,0,0,0,0,0.0,0,0
109,Jonah Mednard,,,0,0,0,0,0,0,0,0.0,0,0
109,Jonas Adjetey,,,0,0,0,0,0,0,0,0.0,0,0
110,Jonas Omlin,,,0,0,0,0,0,0,0,0.0,0,0
110,Jonathan Burkardt,,,0,0,0,0,0,0,0,0.0,0,0
110,Jonathan Clauss,,,0,0,0,0,0,0,0,0.0,0,0
110,Jonathan David,,,0,0,0,0,0,0,0,0.0,0,0
110,Jonathan Osorio,,,0,0,0,0,0,0,0,0.0,0,0
110,Jonathan Tah,,,0,0,0,0,0,0,0,0.0,0,0
110,Jordan Ayew,,,0,0,0,0,0,0,0,0.0,0,0
110,Jordan Barrera,,,0,0,0,0,0,0,0,0.0,0,0
110,Jordan Bos,,,0,0,0,0,0,0,0,0.0,0,0
110,Jordan Carrillo,MEX,,0,0,0,0,0,0,0,0.0,0,0
111,Jordan Correia,,,0,0,0,0,0,0,0,0.0,0,0
111,Jordan Henderson,,,0,0,0,0,0,0,0,0.0,0,0
111,Jordan Holsgrove,,,0,0,0,0,0,0,0,0.0,0,0
111,Jordan Larsson,,,0,0,0,0,0,0,0,0.0,0,0
111,Jordan Pickford,,,0,0,0,0,0,0,0,0.0,0,0
111,Jordan Semedo,,,0,0,0,0,0,0,0,0.0,0,0
111,Jordi Paulina,,,0,0,0,0,0,0,0,0.0,0,0
111,Jordy Alcivar,,,0,0,0,0,0,0,0,0.0,0,0
111,Jordy Caicedo,,,0,0,0,0,0,0,0,0.0,0,0
111,Jorge Carrascal,,,0,0,0,0,0,0,0,0.0,0,0
112,Jorge De Frutos,,,0,0,0,0,0,0,0,0.0,0,0
112,Jorge Gutierrez,,,0,0,0,0,0,0,0,0.0,0,0
112,Jorge Ruvalcaba,MEX,,0,0,0,0,0,0,0,0.0,0,0
112,Jorge Sanchez,MEX,df,0,0,0,0,0,0,0,0.0,0,0
112,Jorgen Strand Larsen,,,0,0,0,0,0,0,0,0.0,0,0
112,Jorginho,,,0,0,0,0,0,0,0,0.0,0,0
112,Joris Kayembe,,,0,0,0,0,0,0,0,0.0,0,0
112,Jorrel Hato,,,0,0,0,0,0,0,0,0.0,0,0
112,Jose Antonio Rodriguez,MEX,,0,0,0,0,0,0,0,0.0,0,0
112,Jose Canale,,,0,0,0,0,0,0,0,0.0,0,0
113,Jose Cordoba,,,0,0,0,0,0,0,0,0.0,0,0
113,Jose Fajardo,,,0,0,0,0,0,0,0,0.0,0,0
113,Jose Guerra,,,0,0,0,0,0,0,0,0.0,0,0
113,Jose Hurtado,,,0,0,0,0,0,0,0,0.0,0,0
113,Jose Luis Rodriguez,,,0,0,0,0,0,0,0,0.0,0,0
113,Jose Luis Rodriguez,,,0,0,0,0,0,0,0,0.0,0,0
113,Jose Manuel Lopez,,,0,0,0,0,0,0,0,0.0,0,0
113,Jose Maria Gimenez,,,0,0,0,0,0,0,0,0.0,0,0
113,Jose Murillo,,,0,0,0,0,0,0,0,0.0,0,0
113,Jose Sa,,,0,0,0,0,0,0,0,0.0,0,0
114,Jose Tavares,,,0,0,0,0,0,0,0,0.0,0,0
114,Joseph Anang,,,0,0,0,0,0,0,0,0.0,0,0
114,Joseph Jones,,,0,0,0,0,0,0,0,0.0,0,0
114,Joseph Opoku,,,0,0,0,0,0,0,0,0.0,0,0
114,Joseph Paintsil,,,0,0,0,0,0,0,0,0.0,0,0
114,Josh Doig,,,0,0,0,0,0,0,0,0.0,0,0
114,Josh Sargent,,,0,0,0,0,0,0,0,0.0,0,0
114,Josha Vagnoman,,,0,0,0,0,0,0,0,0.0,0,0
114,Joshua Brenet,,,0,0,0,0,0,0,0,0.0,0,0
114,Joshua Kimmich,,,0,0,0,0,0,0,0,0.0,0,0
115,Joshua Zimmerman,,,0,0,0,0,0,0,0,0.0,0,0
115,Josip Juranovic,,,0,0,0,0,0,0,0,0.0,0,0
115,Josip Stanisic,,,0,0,0,0,0,0,0,0.0,0,0
115,Josip Sutalo,,,0,0,0,0,0,0,0,0.0,0,0
115,Josko Gvardiol,,,0,0,0,0,0,0,0,0.0,0,0
115,Josue Casimir,,,0,0,0,0,0,0,0,0.0,0,0
115,Josue Duverger,,,0,0,0,0,0,0,0,0.0,0,0
115,Jovane Cabral,,,0,0,0,0,0,0,0,0.0,0,0
115,Jovani Welch,,,0,0,0,0,0,0,0,0.0,0,0
115,Jovo Lukic,,,0,0,0,0,0,0,0,0.0,0,0
116,Juan Angulo,,,0,0,0,0,0,0,0,0.0,0,0
116,Juan Cabal,,,0,0,0,0,0,0,0,0.0,0,0
116,Juan Cuadrado,,,0,0,0,0,0,0,0,0.0,0,0
116,Juan Espinola,,,0,0,0,0,0,0,0,0.0,0,0
116,Juan Jose Caceres,,,0,0,0,0,0,0,0,0.0,0,0
116,Juan Manuel Rengifo,,,0,0,0,0,0,0,0,0.0,0,0
116,Juan Manuel Sanabria,,,0,0,0,0,0,0,0,0.0,0,0
116,Juan Musso,,,0,0,0,0,0,0,0,0.0,0,0
116,Juan Portilla,,,0,0,0,0,0,0,0,0.0,0,0
116,Juan Quintero,,,0,0,0,0,0,0,0,0.0,0,0
117,Juan Rodriguez,,,0,0,0,0,0,0,0,0.0,0,0
117,Jude Bellingham,,,0,0,0,0,0,0,0,0.0,0,0
117,Juergen Locadia,,,0,0,0,0,0,0,0,0.0,0,0
117,Jules Kounde,,,0,0,0,0,0,0,0,0.0,0,0
117,Julian Alvarez,,,0,0,0,0,0,0,0,0.0,0,0
117,Julian Araujo,MEX,,0,0,0,0,0,0,0,0.0,0,0
117,Julian Quinones,MEX,fw,0,0,0,0,0,0,0,0.0,0,0
117,Julian Ryerson,,,0,0,0,0,0,0,0,0.0,0,0
117,Julio Enciso,,,0,0,0,0,0,0,0,0.0,0,0
117,Julius Lindberg,,,0,0,0,0,0,0,0,0.0,0,0
118,Jung Hoyeon,,,0,0,0,0,0,0,0,0.0,0,0
118,Juninho Bacuna,,,0,0,0,0,0,0,0,0.0,0,0
118,Junior Adamu,,,0,0,0,0,0,0,0,0.0,0,0
118,Junior Alonso,,,0,0,0,0,0,0,0,0.0,0,0
118,Junior Diaz,,,0,0,0,0,0,0,0,0.0,0,0
118,Junior Hernandez,,,0,0,0,0,0,0,0,0.0,0,0
118,Junior Hoilett,,,0,0,0,0,0,0,0,0.0,0,0
118,Junnosuke Suzuki,,,0,0,0,0,0,0,0,0.0,0,0
118,Junya Ito,,,0,0,0,0,0,0,0,0.0,0,0
118,Jurich Carolina,,,0,0,0,0,0,0,0,0.0,0,0
119,Jurien Gaari,,,0,0,0,0,0,0,0,0.0,0,0
119,Jurrien Timber,,,0,0,0,0,0,0,0,0.0,0,0
119,Jussef Nasrawe,,,0,0,0,0,0,0,0,0.0,0,0
119,Justin Bijlow,,,0,0,0,0,0,0,0,0.0,0,0
119,Justin Kluivert,,,0,0,0,0,0,0,0,0.0,0,0
119,Justin Lerma,,,0,0,0,0,0,0,0,0.0,0,0
119,Justin Smith,,,0,0,0,0,0,0,0,0.0,0,0
119,Jusuf Gazibegovic,,,0,0,0,0,0,0,0,0.0,0,0
119,Kaan Ayhan,,,0,0,0,0,0,0,0,0.0,0,0
119,Kadir Barria,,,0,0,0,0,0,0,0,0.0,0,0
120,Kai Havertz,,,0,0,0,0,0,0,0,0.0,0,0
120,Kai Trewin,,,0,0,0,0,0,0,0,0.0,0,0
120,Kaiki,,,0,0,0,0,0,0,0,0.0,0,0
120,Kaio Jorge,,,0,0,0,0,0,0,0,0.0,0,0
120,Kaishu Sano,,,0,0,0,0,0,0,0,0.0,0,0
120,Kalidou Koulibaly,,,0,0,0,0,0,0,0,0.0,0,0
120,Kamal Miller,,,0,0,0,0,0,0,0,0.0,0,0
120,Kamaldeen Sulemana,,,0,0,0,0,0,0,0,0.0,0,0
120,Kamiel Van De Perre,,,0,0,0,0,0,0,0,0.0,0,0
120,Kamogelo Sebelebele,RSA,fw,0,0,0,0,0,0,0,0.0,0,0
121,Kang Sangyoon,,,0,0,0,0,0,0,0,0.0,0,0
121,Karar Nabeel,,,0,0,0,0,0,0,0,0.0,0,0
121,Karel Spacil,,,0,0,0,0,0,0,0,0.0,0,0
121,Karim Adeyemi,,,0,0,0,0,0,0,0,0.0,0,0
121,Karim Boudiaf,,,0,0,0,0,0,0,0,0.0,0,0
121,Karim Hafez,,,0,0,0,0,0,0,0,0.0,0,0
121,Karim Konate,,,0,0,0,0,0,0,0,0.0,0,0
121,Karim Sow,,,0,0,0,0,0,0,0,0.0,0,0
121,Karlo Letica,,,0,0,0,0,0,0,0,0.0,0,0
121,Kastriot Imeri,,,0,0,0,0,0,0,0,0.0,0,0
122,Keegan Allan,RSA,,0,0,0,0,0,0,0,0.0,0,0
122,Kees Sims,,,0,0,0,0,0,0,0,0.0,0,0
122,Kees Smit,,,0,0,0,0,0,0,0,0.0,0,0
122,Keeto Thermoncy,,,0,0,0,0,0,0,0,0.0,0,0
122,Keisuke Goto,,,0,0,0,0,0,0,0,0.0,0,0
122,Keisuke Osako,,,0,0,0,0,0,0,0,0.0,0,0
122,Keito Nakamura,,,0,0,0,0,0,0,0,0.0,0,0
122,Kelvin Pires,,,0,0,0,0,0,0,0,0.0,0,0
122,Ken Sema,,,0,0,0,0,0,0,0,0.0,0,0
122,Kenan Karaman,,,0,0,0,0,0,0,0,0.0,0,0
123,Kenan Yildiz,,,0,0,0,0,0,0,0,0.0,0,0
123,Kendry Paez,,,0,0,0,0,0,0,0,0.0,0,0
123,Kenji Gorre,,,0,0,0,0,0,0,0,0.0,0,0
123,Kenneth Taylor,,,0,0,0,0,0,0,0,0.0,0,0
123,Kenny Mclean,,,0,0,0,0,0,0,0,0.0,0,0
123,Kenny Rocha Santos,,,0,0,0,0,0,0,0,0.0,0,0
123,Kento Shiogai,,,0,0,0,0,0,0,0,0.0,0,0
123,Keny Arroyo,,,0,0,0,0,0,0,0,0.0,0,0
123,Kerem Akturkoglu,,,0,0,0,0,0,0,0,0.0,0,0
123,Kerim Alajbegovic,,,0,0,0,0,0,0,0,0.0,0,0
124,Kevin Castaneda,MEX,,0,0,0,0,0,0,0,0.0,0,0
124,Kevin Castano,,,0,0,0,0,0,0,0,0.0,0,0
124,Kevin Danso,,,0,0,0,0,0,0,0,0.0,0,0
124,Kevin De Bruyne,,,0,0,0,0,0,0,0,0.0,0,0
124,Kevin Felida,,,0,0,0,0,0,0,0,0.0,0,0
124,Kevin Guitoun Van Den Kerkhof,,,0,0,0,0,0,0,0,0.0,0,0
124,Kevin Mac Allister,,,0,0,0,0,0,0,0,0.0,0,0
124,Kevin Mier,,,0,0,0,0,0,0,0,0.0,0,0
124,Kevin Pina,,,0,0,0,0,0,0,0,0.0,0,0
124,Kevin Rodriguez,,,0,0,0,0,0,0,0,0.0,0,0
125,Kevin Schade,,,0,0,0,0,0,0,0,0.0,0,0
125,Kevin Stoeger,,,0,0,0,0,0,0,0,0.0,0,0
125,Kevin Viveros,,,0,0,0,0,0,0,0,0.0,0,0
125,Kevin Yakob,,,0,0,0,0,0,0,0,0.0,0,0
125,Khaled Binsabaa,,,0,0,0,0,0,0,0,0.0,0,0
125,Khaled Mohammed,,,0,0,0,0,0,0,0,0.0,0,0
125,Khaled Sobhy,,,0,0,0,0,0,0,0,0.0,0,0
125,Khaled Zakaria,,,0,0,0,0,0,0,0,0.0,0,0
125,Khalid Alghannam,,,0,0,0,0,0,0,0,0.0,0,0
125,Khalil Ayari,,,0,0,0,0,0,0,0,0.0,0,0
126,Khephren Thuram,,,0,0,0,0,0,0,0,0.0,0,0
126,Khojiakbar Alijonov,,,0,0,0,0,0,0,0,0.0,0,0
126,Khuliso Mudau,RSA,df,0,0,0,0,0,0,0,0.0,0,0
126,Khulumani Ndamane,RSA,df,0,0,0,0,0,0,0,0.0,0,0
126,Khusain Norchaev,,,0,0,0,0,0,0,0,0.0,0,0
126,Kieran Tierney,,,0,0,0,0,0,0,0,0.0,0,0
126,Kiernan Dewsbury Hall,,,0,0,0,0,0,0,0,0.0,0,0
126,Kieron Bowie,,,0,0,0,0,0,0,0,0.0,0,0
126,Kilian Belazzoug,,,0,0,0,0,0,0,0,0.0,0,0
126,Killian Sardella,,,0,0,0,0,0,0,0,0.0,0,0
127,Kim Bongsoo,,,0,0,0,0,0,0,0,0.0,0,0
127,Kim Jingyu,,,0,0,0,0,0,0,0,0.0,0,0
127,Kim Jisoo,,,0,0,0,0,0,0,0,0.0,0,0
127,Kim Jusung,,,0,0,0,0,0,0,0,0.0,0,0
127,Kim Minjae,,,0,0,0,0,0,0,0,0.0,0,0
127,Kim Moonhwan,,,0,0,0,0,0,0,0,0.0,0,0
127,Kim Seunggyu,,,0,0,0,0,0,0,0,0.0,0,0
127,Kim Taehyeon,,,0,0,0,0,0,0,0,0.0,0,0
127,Kim Taehyun,,,0,0,0,0,0,0,0,0.0,0,0
127,Kingsley Coman,,,0,0,0,0,0,0,0,0.0,0,0
128,Kjell Scherpen,,,0,0,0,0,0,0,0,0.0,0,0
128,Kobbie Mainoo,,,0,0,0,0,0,0,0,0.0,0,0
128,Kodai Sano,,,0,0,0,0,0,0,0,0.0,0,0
128,Koji Miyoshi,,,0,0,0,0,0,0,0,0.0,0,0
128,Kojo Peprah Oppong,,,0,0,0,0,0,0,0,0.0,0,0
128,Koki Machida,,,0,0,0,0,0,0,0,0.0,0,0
128,Koki Ogawa,,,0,0,0,0,0,0,0,0.0,0,0
128,Koni De Winter,,,0,0,0,0,0,0,0,0.0,0,0
128,Konrad Laimer,,,0,0,0,0,0,0,0,0.0,0,0
128,Kosei Tani,,,0,0,0,0,0,0,0,0.0,0,0
129,Kosi Thompson,,,0,0,0,0,0,0,0,0.0,0,0
129,Kosta Barbarouses,,,0,0,0,0,0,0,0,0.0,0,0
129,Kota Takai,,,0,0,0,0,0,0,0,0.0,0,0
129,Kou Itakura,,,0,0,0,0,0,0,0,0.0,0,0
129,Krepin Diatta,,,0,0,0,0,0,0,0,0.0,0,0
129,Kristian Arnstad,,,0,0,0,0,0,0,0,0.0,0,0
129,Kristian Thorstvedt,,,0,0,0,0,0,0,0,0.0,0,0
129,Kristijan Jakic,,,0,0,0,0,0,0,0,0.0,0,0
129,Kristoffer Ajer,,,0,0,0,0,0,0,0,0.0,0,0
129,Kristoffer Nordfeldt,,,0,0,0,0,0,0,0,0.0,0,0
130,Kristopher Da Graca,,,0,0,0,0,0,0,0,0.0,0,0
130,Krystof Danek,,,0,0,0,0,0,0,0,0.0,0,0
130,Kumel Saadi,,,0,0,0,0,0,0,0,0.0,0,0
130,Kuryu Matsuki,,,0,0,0,0,0,0,0,0.0,0,0
130,Kuvondik Ruziev,,,0,0,0,0,0,0,0,0.0,0,0
130,Kwadwo Baah,,,0,0,0,0,0,0,0,0.0,0,0
130,Kwadwo Duah,,,0,0,0,0,0,0,0,0.0,0,0
130,Kwasi Poku,,,0,0,0,0,0,0,0,0.0,0,0
130,Kwasi Sibo,,,0,0,0,0,0,0,0,0.0,0,0
130,Kwon Hyeokkyu,,,0,0,0,0,0,0,0,0.0,0,0
131,Kwon Kyungwon,,,0,0,0,0,0,0,0,0.0,0,0
131,Kye Rowles,,,0,0,0,0,0,0,0,0.0,0,0
131,Kyle Adams,,,0,0,0,0,0,0,0,0.0,0,0
131,Kylian Mbappe,,,0,0,0,0,0,0,0,0.0,0,0
131,Lachlan Bayliss,,,0,0,0,0,0,0,0,0.0,0,0
131,Ladislav Krejci,,,0,0,0,0,0,0,0,0.0,0,0
131,Lamine Camara,,,0,0,0,0,0,0,0,0.0,0,0
131,Lamine Yamal,,,0,0,0,0,0,0,0,0.0,0,0
131,Laros Duarte,,,0,0,0,0,0,0,0,0.0,0,0
131,Lautaro Di Lollo,,,0,0,0,0,0,0,0,0.0,0,0
132,Lautaro Martinez,,,0,0,0,0,0,0,0,0.0,0,0
132,Lawrence Ati Zigi,,,0,0,0,0,0,0,0,0.0,0,0
132,Lawrence Shankland,,,0,0,0,0,0,0,0,0.0,0,0
132,Leandro Bacuna,,,0,0,0,0,0,0,0,0.0,0,0
132,Leandro Merencia,,,0,0,0,0,0,0,0,0.0,0,0
132,Leandro Paredes,,,0,0,0,0,0,0,0,0.0,0,0
132,Leandro Trossard,,,0,0,0,0,0,0,0,0.0,0,0
132,Lebohang Maboe,RSA,,0,0,0,0,0,0,0,0.0,0,0
132,Lee Changgeun,,,0,0,0,0,0,0,0,0.0,0,0
132,Lee Donggyeong,,,0,0,0,0,0,0,0,0.0,0,0
133,Lee Dongjun,,,0,0,0,0,0,0,0,0.0,0,0
133,Lee Gihyuk,,,0,0,0,0,0,0,0,0.0,0,0
133,Lee Hanbeom,,,0,0,0,0,0,0,0,0.0,0,0
133,Lee Hojae,,,0,0,0,0,0,0,0,0.0,0,0
133,Lee Hyunju,,,0,0,0,0,0,0,0,0.0,0,0
133,Lee Jaesung,,,0,0,0,0,0,0,0,0.0,0,0
133,Lee Kangin,,,0,0,0,0,0,0,0,0.0,0,0
133,Lee Myungjae,,,0,0,0,0,0,0,0,0.0,0,0
133,Lee Seungwoo,,,0,0,0,0,0,0,0,0.0,0,0
133,Lee Taeseok,,,0,0,0,0,0,0,0,0.0,0,0
134,Lee Youhyeon,,,0,0,0,0,0,0,0,0.0,0,0
134,Lennart Karl,,,0,0,0,0,0,0,0,0.0,0,0
134,Lennon Miller,,,0,0,0,0,0,0,0,0.0,0,0
134,Lenny Joseph,,,0,0,0,0,0,0,0,0.0,0,0
134,Leo Ortiz,,,0,0,0,0,0,0,0,0.0,0,0
134,Leo Ostigard,,,0,0,0,0,0,0,0,0.0,0,0
134,Leo Pereira,,,0,0,0,0,0,0,0,0.0,0,0
134,Leo Roman,,,0,0,0,0,0,0,0,0.0,0,0
134,Leobrian Kokubo,,,0,0,0,0,0,0,0,0.0,0,0
134,Leon Goretzka,,,0,0,0,0,0,0,0,0.0,0,0
135,Leonardo Balerdi,,,0,0,0,0,0,0,0,0.0,0,0
135,Leonardo Campana,,,0,0,0,0,0,0,0,0.0,0,0
135,Leonardo Realpe,,,0,0,0,0,0,0,0,0.0,0,0
135,Leonidas Stergiou,,,0,0,0,0,0,0,0,0.0,0,0
135,Leopold Querfeld,,,0,0,0,0,0,0,0,0.0,0,0
135,Leopold Wahlstedt,,,0,0,0,0,0,0,0,0.0,0,0
135,Leroy Sane,,,0,0,0,0,0,0,0,0.0,0,0
135,Leverton Pierre,,,0,0,0,0,0,0,0,0.0,0,0
135,Levi Colwill,,,0,0,0,0,0,0,0,0.0,0,0
135,Lewis Ferguson,,,0,0,0,0,0,0,0,0.0,0,0
136,Lewis Hall,,,0,0,0,0,0,0,0,0.0,0,0
136,Lewis Morgan,,,0,0,0,0,0,0,0,0.0,0,0
136,Liam Gillion,,,0,0,0,0,0,0,0,0.0,0,0
136,Liam Kelly,,,0,0,0,0,0,0,0,0.0,0,0
136,Liam Mcfarlane,,,0,0,0,0,0,0,0,0.0,0,0
136,Liam Millar,,,0,0,0,0,0,0,0,0.0,0,0
136,Liam Morrison,,,0,0,0,0,0,0,0,0.0,0,0
136,Liberato Cacace,,,0,0,0,0,0,0,0,0.0,0,0
136,Linus Wahlqvist,,,0,0,0,0,0,0,0,0.0,0,0
136,Lionel Messi,,,0,0,0,0,0,0,0,0.0,0,0
137,Lionel Mpasi,,,0,0,0,0,0,0,0,0.0,0,0
137,Lisandro Martinez,,,0,0,0,0,0,0,0,0.0,0,0
137,Livano Comenencia,,,0,0,0,0,0,0,0,0.0,0,0
137,Logan Costa,,,0,0,0,0,0,0,0,0.0,0,0
137,Logan Rogerson,,,0,0,0,0,0,0,0,0.0,0,0
137,Loic Bade,,,0,0,0,0,0,0,0,0.0,0,0
137,Lois Openda,,,0,0,0,0,0,0,0,0.0,0,0
137,Lorenzo Melgarejo,,,0,0,0,0,0,0,0,0.0,0,0
137,Louey Ben Farhat,,,0,0,0,0,0,0,0,0.0,0,0
137,Louicius Deedson,,,0,0,0,0,0,0,0,0.0,0,0
138,Lovro Majer,,,0,0,0,0,0,0,0,0.0,0,0
138,Luc De Fougerolles,,,0,0,0,0,0,0,0,0.0,0,0
138,Luca Jaquez,,,0,0,0,0,0,0,0,0.0,0,0
138,Luca Petrasso,,,0,0,0,0,0,0,0,0.0,0,0
138,Luca Zidane,,,0,0,0,0,0,0,0,0.0,0,0
138,Lucas Bergvall,,,0,0,0,0,0,0,0,0.0,0,0
138,Lucas Chevalier,,,0,0,0,0,0,0,0,0.0,0,0
138,Lucas Digne,,,0,0,0,0,0,0,0,0.0,0,0
138,Lucas Hernandez,,,0,0,0,0,0,0,0,0.0,0,0
138,Lucas Herrington,,,0,0,0,0,0,0,0,0.0,0,0
139,Lucas Martinez Quarta,,,0,0,0,0,0,0,0,0.0,0,0
139,Lucas Mendes,,,0,0,0,0,0,0,0,0.0,0,0
139,Lucas Paqueta,,,0,0,0,0,0,0,0,0.0,0,0
139,Lucas Romero,,,0,0,0,0,0,0,0,0.0,0,0
139,Lucas Stassin,,,0,0,0,0,0,0,0,0.0,0,0
139,Luciano Juba,,,0,0,0,0,0,0,0,0.0,0,0
139,Luciano Rodriguez,,,0,0,0,0,0,0,0,0.0,0,0
139,Luciano Valente,,,0,0,0,0,0,0,0,0.0,0,0
139,Luck Zogbe,,,0,0,0,0,0,0,0,0.0,0,0
139,Ludwig Augustinsson,,,0,0,0,0,0,0,0,0.0,0,0
140,Luis Chavez,MEX,mf,0,0,0,0,0,0,0,0.0,0,0
140,Luis Diaz,,,0,0,0,0,0,0,0,0.0,0,0
140,Luis Fragozo,,,0,0,0,0,0,0,0,0.0,0,0
140,Luis Maximiano,,,0,0,0,0,0,0,0,0.0,0,0
140,Luis Mejia,,,0,0,0,0,0,0,0,0.0,0,0
140,Luis Rey,MEX,,0,0,0,0,0,0,0,0.0,0,0
140,Luis Romo,MEX,mf,0,0,0,0,0,0,0,0.0,0,0
140,Luis Suarez,,,0,0,0,0,0,0,0,0.0,0,0
140,Luiz Henrique,,,0,0,0,0,0,0,0,0.0,0,0
140,Luka Gavran,,,0,0,0,0,0,0,0,0.0,0,0
141,Luka Kulenovic,,,0,0,0,0,0,0,0,0.0,0,0
141,Luka Menalo,,,0,0,0,0,0,0,0,0.0,0,0
141,Luka Modric,,,0,0,0,0,0,0,0,0.0,0,0
141,Luka Stojkovic,,,0,0,0,0,0,0,0,0.0,0,0
141,Luka Sucic,,,0,0,0,0,0,0,0,0.0,0,0
141,Luka Vuskovic,,,0,0,0,0,0,0,0,0.0,0,0
141,Lukas Ambros,,,0,0,0,0,0,0,0,0.0,0,0
141,Lukas Cerv,,,0,0,0,0,0,0,0,0.0,0,0
141,Lukas Hornicek,,,0,0,0,0,0,0,0,0.0,0,0
141,Lukas Kelly Heald,,,0,0,0,0,0,0,0,0.0,0,0
142,Lukas Provod,,,0,0,0,0,0,0,0,0.0,0,0
142,Lukas Sadilek,,,0,0,0,0,0,0,0,0.0,0,0
142,Luke Brooke Smith,,,0,0,0,0,0,0,0,0.0,0,0
142,Luke Graham,,,0,0,0,0,0,0,0,0.0,0,0
142,Luke Le Roux,RSA,,0,0,0,0,0,0,0,0.0,0,0
142,Luke Shaw,,,0,0,0,0,0,0,0,0.0,0,0
142,Lutsharel Geertruida,,,0,0,0,0,0,0,0,0.0,0,0
142,Lyle Foster,RSA,fw,0,0,0,0,0,0,0,0.0,0,0
142,Lyndon Dykes,,,0,0,0,0,0,0,0,0.0,0,0
142,Maarten Vandevoordt,,,0,0,0,0,0,0,0,0.0,0,0
143,Maghnes Akliouche,,,0,0,0,0,0,0,0,0.0,0,0
143,Mahdi Mohebi,,,0,0,0,0,0,0,0,0.0,0,0
143,Mahdy Soliman,,,0,0,0,0,0,0,0,0.0,0,0
143,Mahmoud Abunada,,,0,0,0,0,0,0,0,0.0,0,0
143,Mahmoud Almardi,,,0,0,0,0,0,0,0,0.0,0,0
143,Mahmoud Ghorbel,,,0,0,0,0,0,0,0,0.0,0,0
143,Mahmoud Saber,,,0,0,0,0,0,0,0,0.0,0,0
143,Majeed Ashimeru,,,0,0,0,0,0,0,0,0.0,0,0
143,Makhmudjon Makhamadjonov,,,0,0,0,0,0,0,0,0.0,0,0
143,Malang Sarr,,,0,0,0,0,0,0,0,0.0,0,0
144,Malcom Dacosta,,,0,0,0,0,0,0,0,0.0,0,0
