Posição,Jogador,País,Posição Campo,Pedidos de bola,Pedidos atrás,Pedidos entre,Pedidos na frente,Pedidos dentro da forma coletiva,Pedidos fora da forma coletiva,Recepções atrás,Recepções entre as linhas defensiva e de meio-campo,Recepções sob pressão,Participações do jogador
896,Eric Davis,PAN,DF,0,0,0,0,0,0,0,0,1,8
896,Giovani Lo Celso,ARG,MF,0,0,0,0,0,0,0,0,0,0
896,Deiver Machado,COL,DF,0,0,0,0,0,0,0,0,0,0
896,Juan Portilla,COL,MF,0,0,0,0,0,0,0,0,0,0
896,Moises Ramirez,ECU,GK,0,0,0,0,0,0,0,0,0,0
896,Gabriel Avalos,PAR,FW,0,0,0,0,0,0,0,0,1,2
896,Brenden Aaronson,USA,FW,0,0,0,0,0,0,0,0,0,0
896,Yaimar Medina,ECU,DF,0,0,0,0,0,0,0,0,0,0
896,Emiliano Martinez,URU,MF,0,0,0,0,0,0,0,0,0,0
896,Roderick Miller,PAN,DF,0,0,0,0,0,0,0,0,0,0
896,Alvaro Montero,COL,GK,0,0,0,0,0,0,0,0,0,0
896,Edgardo Farina,PAN,DF,0,0,0,0,0,0,0,0,0,0
896,Giuliano Simeone,ARG,FW,0,0,0,0,0,0,0,0,0,0
896,Valentin Barco,ARG,MF,0,0,0,0,0,0,0,0,0,0
896,Gaston Olveira,PAR,GK,0,0,0,0,0,0,0,0,0,0
896,Santiago Mele,URU,GK,0,0,0,0,0,0,0,0,0,0
896,Anthony Valencia,ECU,MF,0,0,0,0,0,0,0,0,0,0
896,Fidel Escobar,PAN,DF,0,0,0,0,0,0,0,0,0,0
896,Weverton,BRA,GK,0,0,0,0,0,0,0,0,0,0
896,Santiago Arias,COL,DF,0,0,0,0,0,0,0,0,0,0
896,Ronald Araujo,URU,DF,0,0,0,0,0,0,0,0,0,0
896,Alex Zendejas,USA,FW,0,0,0,0,0,0,0,0,0,0
896,Felix Torres,ECU,DF,0,0,0,0,0,0,0,0,0,0
896,Adalberto Carrasquilla,PAN,MF,0,0,0,0,0,0,0,0,0,0
896,Santiago Bueno,URU,DF,0,0,0,0,0,0,0,0,0,0
896,Jackson Porozo,ECU,DF,0,0,0,0,0,0,0,1,1,24
896,Braian Ojeda,PAR,MF,0,0,0,0,0,0,0,0,0,0
896,Bremer,BRA,DF,0,0,0,0,0,0,0,0,0,0
896,Denil Castillo,ECU,MF,0,0,0,0,0,0,0,0,0,0
896,Marcos Senesi,ARG,DF,0,0,0,0,0,0,0,0,0,0
896,Ahmed Maknazi,IRQ,DF,0,0,0,0,0,0,0,0,0,0
896,Bae Junho,KOR,MF,0,0,0,0,0,0,0,0,0,0
896,Kevin Yakob,IRQ,MF,0,0,0,0,0,0,0,0,0,0
896,Samir Chergui,ALG,DF,0,0,0,0,0,0,0,0,0,0
896,Hossein Kanani,IRN,DF,0,0,0,0,0,0,0,2,5,43
896,Aaron Tshibola,COD,MF,0,0,0,0,0,0,0,0,0,0
896,Meschack Elia,COD,FW,0,0,0,0,0,0,0,0,0,0
896,Achref Abada,ALG,DF,0,0,0,0,0,0,0,0,0,0
896,Ali Majrashi,KSA,DF,0,0,0,0,0,0,0,0,0,0
896,Gael Kakuta,COD,FW,0,0,0,0,0,0,0,0,0,0
896,Oussama Benbot,ALG,GK,0,0,0,0,0,0,0,0,0,0
896,Marcio Rosa,CPV,GK,0,0,0,0,0,0,0,0,0,0
896,Nawaf Alaqidi,KSA,GK,0,0,0,0,0,0,0,0,0,0
896,Saleh Alshehri,KSA,FW,0,0,0,0,0,0,0,0,0,0
896,Cj Dos Santos,CPV,GK,0,0,0,0,0,0,0,0,0,0
896,Amer Jamous,JOR,MF,0,0,0,0,0,0,0,0,0,0
896,Timothy Fayulu,COD,GK,0,0,0,0,0,0,0,0,0,0
896,Fares Ghedjemis,ALG,FW,0,0,0,0,0,0,0,0,0,0
896,Salah Zakaria,QAT,GK,0,0,0,0,0,0,0,0,0,0
896,Ziyad Aljohani,KSA,MF,0,0,0,0,0,0,0,0,0,0
896,Tahsin Mohammed,QAT,FW,0,0,0,0,0,0,0,0,0,0
896,Ibrahim Sadeh,JOR,MF,0,0,0,0,0,0,0,0,0,0
896,Payam Niazmand,IRN,GK,0,0,0,0,0,0,0,0,0,0
896,Lee Donggyeong,KOR,MF,0,0,0,0,0,0,0,0,0,0
896,Mohammad Abuhasheesh,JOR,DF,0,0,0,0,0,0,0,0,1,6
896,Sultan Mandash,KSA,FW,0,0,0,0,0,0,0,0,0,0
896,Rajaei Ayed,JOR,MF,0,0,0,0,0,0,0,0,0,0
896,Ali Yousif,IRQ,FW,0,0,0,0,0,0,0,0,0,0
896,Kim Taehyeon,KOR,DF,0,0,0,0,0,0,0,0,0,0
896,Mohammed Muntari,QAT,FW,0,0,0,0,0,0,0,0,0,0
896,Aiman Yahya,KSA,FW,0,0,0,0,0,0,0,0,0,0
896,Hossein Hosseini,IRN,GK,0,0,0,0,0,0,0,0,0,0
896,Song Bumkeun,KOR,GK,0,0,0,0,0,0,0,0,0,0
896,Munaf Younus,IRQ,DF,0,0,0,0,0,0,0,0,0,0
896,Roozbeh Cheshmi,IRN,MF,0,0,0,0,0,0,0,0,0,0
896,Ahmed Alkassar,KSA,GK,0,0,0,0,0,0,0,0,0,0
896,Fahad Talib,IRQ,GK,0,0,0,0,0,0,0,0,0,0
896,Jo Hyeonwoo,KOR,GK,0,0,0,0,0,0,0,0,0,0
896,Brian Cipenga,COD,FW,0,0,0,0,0,0,0,0,0,0
896,Matthieu Epolo,COD,GK,0,0,0,0,0,0,0,0,0,0
896,Frans Putros,IRQ,DF,0,0,0,0,0,0,0,0,0,0
896,Mohamed Amine Tougai,ALG,DF,0,0,0,0,0,0,0,0,0,0
896,Fiston Mayele,COD,FW,0,0,0,0,0,0,0,0,0,0
896,Tomoki Hayakawa,JPN,GK,0,0,0,0,0,0,0,0,0,0
896,Nour Baniateyah,JOR,GK,0,0,0,0,0,0,0,0,0,0
896,Cho Wije,KOR,DF,0,0,0,0,0,0,0,0,0,0
896,Melvin Mastil,ALG,GK,0,0,0,0,0,0,0,0,0,0
896,Mohammad Ghorbani,IRN,MF,0,0,0,0,0,0,0,0,0,0
896,Khalid Alghannam,KSA,FW,0,0,0,0,0,0,0,0,0,0
896,Dylan Batubinsika,COD,DF,0,0,0,0,0,0,0,0,0,0
896,Abdallah Alfakhori,JOR,GK,0,0,0,0,0,0,0,0,0,0
896,Meshaal Barsham,QAT,GK,0,0,0,0,0,0,0,0,0,0
896,Danial Iri,IRN,DF,0,0,0,0,0,0,0,0,0,0
896,Hassan Kadish,KSA,DF,0,0,0,0,0,0,0,0,0,0
896,Yassine Titraoui,ALG,MF,0,0,0,0,0,0,0,0,0,0
896,Logan Costa,CPV,DF,0,0,0,0,0,0,0,0,0,0
896,Anas Badawi,JOR,DF,0,0,0,0,0,0,0,0,0,0
896,Theo Bongonda,COD,MF,0,0,0,0,0,0,0,0,0,0
896,Keisuke Osako,JPN,GK,0,0,0,0,0,0,0,0,0,0
896,Dennis Dargahi,IRN,FW,0,0,0,0,0,0,0,0,0,0
896,Nawaf Bu Washl,KSA,DF,0,0,0,0,0,0,0,0,0,10
896,Amirmohammad Razaghinia,IRN,MF,0,0,0,0,0,0,0,0,0,0
896,Mohammad Abughoush,JOR,MF,0,0,0,0,0,0,0,0,0,0
896,Stopira,CPV,DF,0,0,0,0,0,0,0,0,0,0
896,Shuto Machino,JPN,FW,0,0,0,0,0,0,0,0,0,0
896,Jehad Thikri,KSA,DF,0,0,0,0,0,0,0,0,0,0
896,Mathew Ryan,AUS,GK,0,0,0,0,0,0,0,0,0,0
896,Logan Rogerson,NZL,FW,0,0,0,0,0,0,0,0,0,0
896,Jamshid Iskanderov,UZB,MF,0,0,0,0,0,0,0,0,0,0
896,Haris Tabakovic,BIH,FW,0,0,0,0,0,0,0,0,0,0
896,Viktor Johansson,SWE,GK,0,0,0,0,0,0,0,0,0,0
896,John Souttar,SCO,DF,0,0,0,0,0,0,0,0,0,0
896,Caglar Soyuncu,TUR,DF,0,0,0,0,0,0,0,0,0,0
896,Ben Waine,NZL,FW,0,0,0,0,0,0,0,0,0,0
896,Awer Mabil,AUS,FW,0,0,0,0,0,0,0,0,0,0
896,Eric Garcia,ESP,DF,0,0,0,0,0,0,0,0,0,0
896,Jan Kuchta,CZE,FW,0,0,0,0,0,0,0,0,0,0
896,Scott Mckenna,SCO,DF,0,0,0,0,0,0,0,1,4,105
896,Kai Trewin,AUS,DF,0,0,0,0,0,0,0,0,0,0
896,Michael Woud,NZL,GK,0,0,0,0,0,0,0,0,0,0
896,Eray Coemert,SUI,DF,0,0,0,0,0,0,0,0,0,0
896,Carl Starfelt,SWE,DF,0,0,0,0,0,0,0,0,0,0
896,David Raya,ESP,GK,0,0,0,0,0,0,0,0,0,0
896,Noah Okafor,SUI,FW,0,0,0,0,0,0,0,0,0,0
896,Ozan Kabak,TUR,DF,0,0,0,0,0,0,0,0,0,0
896,Victor Munoz,ESP,FW,0,0,0,0,0,0,0,0,0,0
896,Martin Zubimendi,ESP,MF,0,0,0,0,0,0,0,0,0,0
896,George Hirst,SCO,FW,0,0,0,0,0,0,0,0,0,0
896,Nihad Mujakic,BIH,DF,0,0,0,0,0,0,0,0,0,0
896,Hugo Sochurek,CZE,MF,0,0,0,0,0,0,0,0,0,0
896,Tyler Fletcher,SCO,MF,0,0,0,0,0,0,0,0,0,0
896,Joan Garcia,ESP,GK,0,0,0,0,0,0,0,0,0,0
896,Alex Grimaldo,ESP,DF,0,0,0,0,0,0,0,0,0,0
896,Irfan Can Kahveci,TUR,FW,0,0,0,0,0,0,0,0,0,0
896,Mert Gunok,TUR,GK,0,0,0,0,0,0,0,0,0,0
896,Alex Paulsen,NZL,GK,0,0,0,0,0,0,0,0,0,0
896,Ajdin Hrustic,AUS,FW,0,0,0,0,0,0,0,0,0,0
896,Samet Akaydin,TUR,DF,0,0,0,0,0,0,0,0,0,0
896,Umar Eshmurodov,UZB,DF,0,0,0,0,0,0,0,0,0,0
896,Marc Pubill,ESP,DF,0,0,0,0,0,0,0,0,0,0
896,Liam Kelly,SCO,GK,0,0,0,0,0,0,0,0,0,0
896,Alex Rufer,NZL,MF,0,0,0,0,0,0,0,0,0,0
896,Altay Bayindir,TUR,GK,0,0,0,0,0,0,0,0,0,0
896,Hjalmar Ekdal,SWE,DF,0,0,0,0,0,0,0,0,0,0
896,Eric Smith,SWE,DF,0,0,0,0,0,0,0,0,0,0
896,Aziz Behich,AUS,DF,0,0,0,0,0,0,0,0,2,5
896,Nando Pijnaker,NZL,DF,0,0,0,0,0,0,0,0,0,0
896,Borja Iglesias,ESP,FW,0,0,0,0,0,0,0,0,0,0
896,Oguz Aydin,TUR,FW,0,0,0,0,0,0,0,0,0,0
896,Aurele Amenda,SUI,DF,0,0,0,0,0,0,0,0,0,0
896,Herman Johansson,SWE,DF,0,0,0,0,0,0,0,0,0,0
896,Kosta Barbarouses,NZL,FW,0,0,0,0,0,0,0,0,0,0
896,Cameron Devlin,AUS,MF,0,0,0,0,0,0,0,0,0,0
896,Ken Sema,SWE,MF,0,0,0,0,0,0,0,0,0,0
896,Lukas Hornicek,CZE,GK,0,0,0,0,0,0,0,0,0,0
896,Botirali Ergashev,UZB,GK,0,0,0,0,0,0,0,0,0,0
896,Milos Degenek,AUS,DF,0,0,0,0,0,0,0,0,0,0
896,David Jurasek,CZE,DF,0,0,0,0,0,0,0,0,0,0
896,Kaan Ayhan,TUR,MF,0,0,0,0,0,0,0,0,0,0
896,Dominic Hyam,SCO,DF,0,0,0,0,0,0,0,0,0,0
896,Avazbek Ulmasaliyev,UZB,DF,0,0,0,0,0,0,0,0,0,0
896,Jacob Widell Zetterstrom,SWE,GK,0,0,0,0,0,0,0,0,0,0
896,Yvon Mvogo,SUI,GK,0,0,0,0,0,0,0,0,0,0
896,Jindrich Stanek,CZE,GK,0,0,0,0,0,0,0,0,0,0
896,Lucas Herrington,AUS,DF,0,0,0,0,0,0,0,0,0,0
896,Marvin Keller,SUI,GK,0,0,0,0,0,0,0,0,0,0
896,Lachlan Bayliss,NZL,MF,0,0,0,0,0,0,0,0,0,0
896,Gustaf Nilsson,SWE,FW,0,0,0,0,0,0,0,0,0,0
896,Paul Izzo,AUS,GK,0,0,0,0,0,0,0,0,0,0
896,Sherzod Esanov,UZB,MF,0,0,0,0,0,0,0,0,0,2
